Hora
Temperatura,9° C,9° C,8° C,8° C,9° C,9° C,9° C,10° C,13° C,15° C,16° C,17° C,18° C,18° C,18° C,16° C,16° C,15° C,10° C,8° C,8° C,7° C,7° C,6° C
Clima,Parcialmente nublado,Parcialmente nublado,Parcialmente nublado,Despejado,Despejado,Despejado,Parcialmente nublado,Parcialmente nublado,Soleado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Parcialmente nublado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Intervalos de lluvias ligeras con tomenta en la región,Intervalos de lluvias ligeras con tomenta en la región,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos
Probabilidad de lluvia,0%,0%,0%,0%,0%,0%,0%,0%,0%,84%,75%,100%,100%,100%,100%,100%,100%,100%,100%,77%,78%,72%,68%,79%
Precipitaciones,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,"0,1 mm","0,1 mm","0,1 mm","0,2 mm","0,2 mm","0,2 mm","0,2 mm","0,1 mm",0 mm,0 mm,0 mm,0 mm,0 mm
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,91%,91%,91%,90%,90%,89%,89%,87%,77%,69%,61%,56%,52%,57%,60%,68%,73%,76%,84%,87%,88%,88%,90%,91%
Velocidad del viento,12Km/h,12Km/h,12Km/h,13Km/h,13Km/h,13Km/h,14Km/h,14Km/h,14Km/h,15Km/h,13Km/h,13Km/h,13Km/h,12Km/h,12Km/h,10Km/h,9Km/h,7Km/h,8Km/h,9Km/h,10Km/h,10Km/h,11Km/h,12Km/h
Ráfaga de viento,21Km/h,21Km/h,22Km/h,22Km/h,22Km/h,20Km/h,22Km/h,17Km/h,17Km/h,17Km/h,15Km/h,15Km/h,15Km/h,14Km/h,13Km/h,11Km/h,11Km/h,9Km/h,15Km/h,20Km/h,20Km/h,21Km/h,23Km/h,24Km/h
Ángulo del viento,58°,59°,60°,62°,64°,67°,68°,69°,72°,75°,80°,91°,95°,92°,84°,78°,79°,77°,65°,54°,50°,52°,56°,59°
Dirección del viento,ENE,ENE,ENE,ENE,ENE,ENE,ENE,ENE,ENE,ENE,E,E,E,E,E,ENE,E,ENE,ENE,NE,NE,NE,ENE,ENE
Nubosidad,27%,28%,26%,24%,22%,19%,48%,39%,14%,78%,85%,75%,75%,74%,80%,84%,84%,74%,82%,73%,80%,72%,76%,75%
Índice UV,0,0,0,0,0,0,0,0,2,5,8,10,10,8,9,6,2,0,0,0,0,0,0,0
Visibilidad,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,9 Km,10 Km,10 Km,9 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km
