Hora
Temperatura,8° C,8° C,8° C,8° C,7° C,7° C,7° C,12° C,13° C,13° C,14° C,15° C,19° C,15° C,14° C,13° C,13° C,12° C,11° C,11° C,12° C,12° C,12° C,12° C
Clima,Ligeras precipitaciones,Lluvias ligeras a intervalos,Lluvias ligeras a intervalos,Llovizna a intervalos,Llovizna a intervalos,Lluvia moderada a intervalos,Nublado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Llovizna a intervalos,Llovizna a intervalos,Parcialmente nublado,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras lluvias,Ligeras precipitaciones,Neblina,Neblina
Probabilidad de lluvia,100%,100%,100%,100%,100%,64%,0%,68%,82%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,77%,63%
Precipitaciones,"1,6 mm","1,3 mm","0,9 mm","0,5 mm","0,2 mm",0 mm,0 mm,0 mm,0 mm,0 mm,"0,2 mm","0,4 mm","0,6 mm","0,7 mm","0,8 mm","1,2 mm","1,5 mm","1,5 mm","2,3 mm","2,1 mm",1 mm,"0,2 mm",0 mm,0 mm
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,93%,93%,92%,92%,92%,90%,88%,86%,83%,80%,77%,75%,56%,81%,86%,91%,95%,97%,98%,98%,98%,98%,96%,95%
Velocidad del viento,3Km/h,3Km/h,3Km/h,2Km/h,1Km/h,3Km/h,4Km/h,4Km/h,2Km/h,2Km/h,2Km/h,2Km/h,4Km/h,6Km/h,6Km/h,4Km/h,3Km/h,4Km/h,5Km/h,6Km/h,5Km/h,3Km/h,2Km/h,1Km/h
Ráfaga de viento,5Km/h,6Km/h,5Km/h,4Km/h,1Km/h,5Km/h,9Km/h,5Km/h,2Km/h,2Km/h,2Km/h,2Km/h,6Km/h,7Km/h,7Km/h,6Km/h,4Km/h,6Km/h,8Km/h,9Km/h,6Km/h,3Km/h,2Km/h,1Km/h
Ángulo del viento,15°,11°,341°,338°,326°,28°,51°,62°,68°,78°,117°,238°,263°,263°,263°,265°,264°,241°,231°,237°,236°,212°,153°,184°
Dirección del viento,NNE,NNE,NNW,NNW,NW,NNE,NE,ENE,ENE,ENE,ESE,WSW,W,W,W,W,W,WSW,SW,WSW,SW,SSW,SSE,S
Nubosidad,55%,52%,51%,89%,71%,97%,76%,58%,88%,81%,85%,78%,75%,65%,53%,78%,96%,100%,100%,100%,100%,96%,85%,65%
Índice UV,0,0,0,0,0,0,0,0,2,4,8,11,11,6,4,2,1,0,0,0,0,0,0,0
Visibilidad,10 Km,9 Km,9 Km,5 Km,5 Km,10 Km,10 Km,10 Km,10 Km,10 Km,5 Km,5 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,9 Km,10 Km,2 Km,2 Km
