Hora
Temperatura,6° C,7° C,8° C,8° C,6° C,5° C,4° C,10° C,13° C,16° C,18° C,19° C,19° C,20° C,20° C,20° C,19° C,17° C,12° C,8° C,8° C,8° C,10° C,10° C
Clima,Lluvia moderada a intervalos,Parcialmente nublado,Parcialmente nublado,Despejado,Despejado,Despejado,Despejado,Soleado,Soleado,Soleado,Soleado,Soleado,Parcialmente nublado,Soleado,Soleado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Despejado,Lluvia moderada a intervalos,Parcialmente nublado
Probabilidad de lluvia,79%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,75%,87%,0%,64%,0%
Precipitaciones,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,"0,1 mm","0,1 mm","0,1 mm","0,1 mm",0 mm,0 mm,0 mm,0 mm,0 mm
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,88%,88%,88%,88%,87%,88%,89%,86%,73%,60%,50%,45%,49%,43%,44%,47%,53%,69%,87%,89%,86%,85%,87%,90%
Velocidad del viento,5Km/h,6Km/h,8Km/h,8Km/h,9Km/h,9Km/h,9Km/h,10Km/h,10Km/h,10Km/h,10Km/h,10Km/h,9Km/h,8Km/h,7Km/h,4Km/h,1Km/h,1Km/h,3Km/h,5Km/h,8Km/h,10Km/h,11Km/h,11Km/h
Ráfaga de viento,10Km/h,14Km/h,14Km/h,16Km/h,18Km/h,18Km/h,19Km/h,14Km/h,12Km/h,12Km/h,11Km/h,12Km/h,11Km/h,10Km/h,8Km/h,5Km/h,2Km/h,2Km/h,4Km/h,11Km/h,17Km/h,21Km/h,21Km/h,20Km/h
Ángulo del viento,37°,45°,48°,55°,57°,60°,60°,64°,71°,77°,83°,86°,90°,94°,97°,100°,94°,284°,321°,7°,39°,48°,50°,55°
Dirección del viento,NE,NE,NE,NE,ENE,ENE,ENE,ENE,ENE,ENE,E,E,E,E,E,E,E,WNW,NW,N,NE,NE,NE,NE
Nubosidad,83%,31%,26%,25%,20%,22%,24%,24%,10%,5%,3%,2%,50%,0%,1%,85%,77%,76%,75%,75%,70%,17%,80%,47%
Índice UV,0,0,0,0,0,0,0,0,2,5,8,12,14,13,10,6,3,1,0,0,0,0,0,0
Visibilidad,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km
