Hora
Temperatura,7° C,7° C,7° C,7° C,6° C,7° C,7° C,12° C,13° C,15° C,16° C,17° C,19° C,15° C,15° C,15° C,14° C,13° C,10° C,8° C,8° C,8° C,7° C,7° C
Clima,Lluvia moderada a intervalos,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Ligeras precipitaciones,Intervalos de lluvias ligeras con tomenta en la región,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Parcialmente nublado,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones
Probabilidad de lluvia,100%,100%,100%,100%,100%,100%,82%,71%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Precipitaciones,"0,3 mm","0,2 mm","0,2 mm","0,3 mm","0,2 mm","0,1 mm",0 mm,0 mm,"0,2 mm","0,5 mm","0,5 mm","0,8 mm","1,1 mm","1,1 mm","1,1 mm","1,1 mm","1,1 mm","0,7 mm","0,6 mm","0,4 mm","0,3 mm","0,2 mm","0,2 mm","0,2 mm"
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,94%,91%,90%,91%,91%,90%,89%,88%,80%,76%,72%,70%,56%,78%,80%,82%,88%,93%,96%,97%,97%,97%,96%,95%
Velocidad del viento,6Km/h,6Km/h,6Km/h,6Km/h,5Km/h,5Km/h,6Km/h,6Km/h,5Km/h,5Km/h,5Km/h,3Km/h,4Km/h,4Km/h,5Km/h,6Km/h,6Km/h,6Km/h,5Km/h,3Km/h,2Km/h,2Km/h,2Km/h,4Km/h
Ráfaga de viento,12Km/h,13Km/h,13Km/h,14Km/h,11Km/h,11Km/h,12Km/h,8Km/h,6Km/h,6Km/h,6Km/h,4Km/h,5Km/h,7Km/h,7Km/h,9Km/h,10Km/h,10Km/h,9Km/h,6Km/h,4Km/h,4Km/h,5Km/h,8Km/h
Ángulo del viento,42°,39°,47°,45°,42°,46°,48°,58°,67°,76°,95°,132°,190°,222°,228°,232°,229°,230°,228°,235°,264°,298°,33°,63°
Dirección del viento,NE,NE,NE,NE,NE,NE,NE,ENE,ENE,ENE,E,SE,S,SW,SW,SW,SW,SW,SW,SW,W,WNW,NNE,ENE
Nubosidad,76%,65%,57%,64%,62%,54%,54%,54%,64%,85%,82%,89%,75%,74%,70%,69%,54%,67%,80%,92%,84%,80%,69%,54%
Índice UV,0,0,0,0,0,0,0,0,2,4,8,11,12,8,4,3,1,0,0,0,0,0,0,0
Visibilidad,9 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,9 Km,9 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km
