Hora
Temperatura,9° C,9° C,9° C,9° C,10° C,11° C,11° C,11° C,12° C,12° C,13° C,15° C,19° C,18° C,17° C,16° C,14° C,14° C,11° C,9° C,10° C,11° C,12° C,12° C
Clima,Ligeras precipitaciones,Ligeras lluvias,Ligeras lluvias,Llovizna,Ligeras precipitaciones,Ligeras lluvias,Ligeras lluvias,Ligeras lluvias,Lluvias ligeras a intervalos,Llovizna a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Parcialmente nublado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Neblina,Neblina,Ligeras precipitaciones,Neblina
Probabilidad de lluvia,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,78%,72%,100%,100%
Precipitaciones,"1,1 mm","0,9 mm","0,8 mm","0,6 mm","0,4 mm","0,9 mm","1,4 mm","1,2 mm",1 mm,"0,5 mm","0,1 mm","0,1 mm","0,2 mm","0,5 mm","0,8 mm","1,1 mm","0,9 mm","0,7 mm","0,5 mm","0,2 mm",0 mm,0 mm,"0,2 mm","0,1 mm"
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,98%,97%,97%,96%,97%,97%,97%,96%,94%,92%,87%,76%,60%,67%,72%,82%,89%,93%,96%,98%,97%,96%,95%,94%
Velocidad del viento,1Km/h,1Km/h,0Km/h,0Km/h,1Km/h,0Km/h,2Km/h,3Km/h,3Km/h,3Km/h,3Km/h,3Km/h,4Km/h,3Km/h,6Km/h,8Km/h,7Km/h,6Km/h,5Km/h,3Km/h,1Km/h,1Km/h,3Km/h,4Km/h
Ráfaga de viento,2Km/h,1Km/h,1Km/h,1Km/h,1Km/h,0Km/h,2Km/h,3Km/h,3Km/h,3Km/h,3Km/h,3Km/h,11Km/h,4Km/h,8Km/h,10Km/h,11Km/h,10Km/h,9Km/h,5Km/h,2Km/h,1Km/h,3Km/h,5Km/h
Ángulo del viento,323°,71°,192°,276°,263°,324°,79°,19°,349°,16°,5°,72°,82°,195°,215°,230°,239°,231°,221°,203°,198°,60°,65°,64°
Dirección del viento,NW,ENE,SSW,W,W,NW,ENE,NNE,N,NNE,N,ENE,E,SSW,SW,SW,WSW,SW,SW,SSW,SSW,ENE,ENE,ENE
Nubosidad,99%,89%,87%,85%,100%,100%,99%,83%,62%,80%,65%,81%,50%,84%,71%,73%,55%,81%,94%,91%,83%,75%,63%,76%
Índice UV,0,0,0,0,0,0,0,0,1,3,7,9,7,4,2,1,0,0,0,0,0,0,0,0
Visibilidad,10 Km,9 Km,9 Km,2 Km,10 Km,9 Km,9 Km,9 Km,9 Km,5 Km,10 Km,10 Km,10 Km,9 Km,9 Km,10 Km,10 Km,10 Km,10 Km,10 Km,2 Km,2 Km,10 Km,2 Km
