Hora
Temperatura,7° C,7° C,6° C,7° C,8° C,9° C,9° C,11° C,13° C,15° C,17° C,18° C,19° C,18° C,17° C,16° C,15° C,14° C,13° C,9° C,8° C,8° C,8° C,7° C
Clima,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Despejado,Soleado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Parcialmente nublado,Lluvia moderada a intervalos,Intervalos de lluvias ligeras con tomenta en la región,Intervalos de lluvias ligeras con tomenta en la región,Ligeras precipitaciones,Intervalos de lluvias ligeras con tomenta en la región,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Ligeras precipitaciones,Neblina,Neblina
Probabilidad de lluvia,100%,100%,100%,100%,78%,83%,0%,0%,82%,81%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Precipitaciones,"0,4 mm","0,2 mm","0,2 mm","0,1 mm",0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,"0,1 mm","0,5 mm","0,9 mm","1,2 mm","1,3 mm","1,4 mm","1,5 mm",1 mm,"0,7 mm","0,8 mm","0,3 mm","0,3 mm","0,1 mm","0,1 mm"
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,92%,92%,91%,91%,91%,91%,91%,91%,82%,72%,64%,62%,60%,65%,70%,78%,83%,89%,94%,96%,96%,97%,97%,97%
Velocidad del viento,7Km/h,8Km/h,7Km/h,7Km/h,8Km/h,9Km/h,9Km/h,9Km/h,9Km/h,9Km/h,9Km/h,8Km/h,5Km/h,5Km/h,6Km/h,5Km/h,6Km/h,6Km/h,5Km/h,4Km/h,3Km/h,0Km/h,1Km/h,2Km/h
Ráfaga de viento,14Km/h,16Km/h,15Km/h,15Km/h,17Km/h,16Km/h,15Km/h,13Km/h,10Km/h,10Km/h,10Km/h,9Km/h,7Km/h,7Km/h,8Km/h,8Km/h,10Km/h,11Km/h,9Km/h,8Km/h,5Km/h,1Km/h,2Km/h,5Km/h
Ángulo del viento,30°,38°,45°,48°,51°,54°,60°,61°,70°,86°,101°,115°,143°,209°,222°,232°,234°,233°,245°,271°,294°,279°,43°,30°
Dirección del viento,NNE,NE,NE,NE,NE,NE,ENE,ENE,ENE,E,ESE,ESE,SE,SSW,SW,SW,SW,SW,WSW,W,WNW,W,NE,NNE
Nubosidad,84%,73%,67%,60%,52%,51%,20%,25%,86%,87%,70%,88%,75%,89%,74%,78%,76%,77%,51%,79%,80%,79%,78%,74%
Índice UV,0,0,0,0,0,0,0,0,2,5,9,12,12,8,5,3,2,0,0,0,0,0,0,0
Visibilidad,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,9 Km,10 Km,9 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,2 Km,2 Km
