Hora
Temperatura,5° C,5° C,5° C,4° C,4° C,4° C,4° C,9° C,12° C,15° C,16° C,18° C,18° C,19° C,19° C,19° C,18° C,17° C,10° C,8° C,7° C,7° C,6° C,6° C
Clima,Parcialmente nublado,Parcialmente nublado,Despejado,Despejado,Parcialmente nublado,Parcialmente nublado,Despejado,Parcialmente nublado,Parcialmente nublado,Soleado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Parcialmente nublado,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Lluvia moderada a intervalos,Despejado,Despejado,Parcialmente nublado,Parcialmente nublado
Probabilidad de lluvia,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,65%,76%,70%,81%,100%,100%,100%,100%,100%,100%,0%,0%,0%,0%
Precipitaciones,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,0 mm,"0,1 mm","0,1 mm","0,2 mm","0,2 mm","0,3 mm","0,1 mm",0 mm,0 mm,0 mm,0 mm
Probabilidad de nevada,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Probabilidad de heladas,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Humedad,88%,89%,90%,90%,89%,89%,89%,88%,76%,65%,58%,53%,49%,49%,50%,52%,55%,66%,81%,87%,89%,89%,88%,89%
Velocidad del viento,12Km/h,12Km/h,12Km/h,12Km/h,12Km/h,13Km/h,13Km/h,13Km/h,13Km/h,13Km/h,12Km/h,12Km/h,11Km/h,12Km/h,12Km/h,9Km/h,8Km/h,4Km/h,0Km/h,4Km/h,6Km/h,7Km/h,9Km/h,10Km/h
Ráfaga de viento,24Km/h,25Km/h,25Km/h,26Km/h,26Km/h,26Km/h,26Km/h,19Km/h,15Km/h,15Km/h,14Km/h,14Km/h,13Km/h,13Km/h,14Km/h,11Km/h,9Km/h,5Km/h,1Km/h,9Km/h,12Km/h,15Km/h,19Km/h,20Km/h
Ángulo del viento,60°,61°,61°,60°,61°,62°,61°,61°,69°,77°,84°,91°,96°,104°,104°,99°,104°,107°,56°,20°,31°,47°,48°,53°
Dirección del viento,ENE,ENE,ENE,ENE,ENE,ENE,ENE,ENE,ENE,ENE,E,E,E,ESE,ESE,E,ESE,ESE,NE,NNE,NNE,NE,NE,NE
Nubosidad,36%,47%,19%,21%,46%,48%,19%,46%,25%,20%,87%,70%,75%,75%,78%,83%,88%,88%,86%,85%,20%,21%,25%,32%
Índice UV,0,0,0,0,0,0,0,0,2,4,8,11,13,12,8,5,2,0,0,0,0,0,0,0
Visibilidad,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,10 Km,9 Km,9 Km,9 Km,10 Km,10 Km,10 Km,10 Km,10 Km
